date,close,from_weight,to_weight,delta_weight
2005-03-01,6.8,0.0,1.0,1.0
2005-05-03,6.4,1.0,0.7,-0.30000000000000004
2005-07-01,6.63,0.7,1.0,0.30000000000000004
2005-08-01,6.73,1.0,0.7,-0.30000000000000004
2005-11-01,6.34,0.7,0.0,-0.7
2005-12-01,6.79,0.0,1.0,1.0
2006-01-02,7.04,1.0,0.19999999999999996,-0.8
2006-05-02,7.92,0.19999999999999996,1.0,0.8
2006-06-01,7.44,1.0,0.19999999999999996,-0.8
2006-09-01,7.57,0.19999999999999996,1.0,0.8
2006-11-01,7.42,1.0,0.19999999999999996,-0.8
2006-12-01,7.89,0.19999999999999996,0.7,0.5
2007-01-02,8.15,0.7,1.0,0.30000000000000004
2007-08-01,8.82,1.0,0.19999999999999996,-0.8
2007-12-03,8.63,0.19999999999999996,1.0,0.8
2008-01-02,8.37,1.0,0.0,-1.0
2008-05-02,8.95,0.0,0.7,0.7
2008-06-02,8.72,0.7,0.0,-0.7
2009-06-01,7.05,0.0,1.0,1.0
2010-06-01,7.5,1.0,0.0,-1.0
2010-08-02,8.27,0.0,0.7,0.7
2010-09-01,8.08,0.7,1.0,0.30000000000000004
2011-03-01,9.38,1.0,0.19999999999999996,-0.8
2011-04-01,9.37,0.19999999999999996,1.0,0.8
2011-08-01,9.44,1.0,0.0,-1.0
2012-03-01,9.08,0.0,0.7,0.7
2012-04-02,8.88,0.7,1.0,0.30000000000000004
2012-05-02,8.66,1.0,0.7,-0.30000000000000004
2012-06-01,7.98,0.7,0.0,-0.7
2012-07-02,8.22,0.0,0.7,0.7
2012-09-03,8.63,0.7,1.0,0.30000000000000004
2012-10-01,8.93,1.0,0.7,-0.30000000000000004
2012-12-03,9.0,0.7,1.0,0.30000000000000004
2013-07-01,9.36,1.0,0.19999999999999996,-0.8
2013-10-01,9.62,0.19999999999999996,1.0,0.8
2014-03-03,9.98,1.0,0.19999999999999996,-0.8
2014-04-01,10.44,0.19999999999999996,1.0,0.8
2014-11-03,11.58,1.0,0.19999999999999996,-0.8
2015-03-02,12.35,0.19999999999999996,1.0,0.8
2015-05-04,12.63,1.0,0.19999999999999996,-0.8
2015-06-01,12.44,0.19999999999999996,1.0,0.8
2015-08-03,11.51,1.0,0.0,-1.0
2016-04-01,11.63,0.0,1.0,1.0
2016-05-03,11.06,1.0,0.7,-0.30000000000000004
2016-07-01,12.06,0.7,1.0,0.30000000000000004
2016-10-03,13.16,1.0,0.19999999999999996,-0.8
2016-11-01,13.38,0.19999999999999996,1.0,0.8
2016-12-01,13.26,1.0,0.19999999999999996,-0.8
2017-01-03,13.25,0.19999999999999996,1.0,0.8
2018-01-02,15.71,1.0,0.19999999999999996,-0.8
2018-06-01,15.87,0.19999999999999996,0.7,0.5
2018-07-02,15.82,0.7,1.0,0.30000000000000004
2018-11-01,15.43,1.0,0.0,-1.0
2019-04-01,16.2,0.0,0.7,0.7
2019-07-01,16.77,0.7,1.0,0.30000000000000004
2020-02-03,18.81,1.0,0.19999999999999996,-0.8
2020-04-01,16.03,0.19999999999999996,0.0,-0.19999999999999996
2020-05-04,17.53,0.0,0.19999999999999996,0.19999999999999996
2020-06-01,17.93,0.19999999999999996,0.0,-0.19999999999999996
2020-07-01,19.12,0.0,1.0,1.0
2021-06-01,29.94,1.0,0.19999999999999996,-0.8
2021-07-01,30.07,0.19999999999999996,1.0,0.8
2021-12-01,30.58,1.0,0.7,-0.30000000000000004
2022-01-03,31.91,0.7,1.0,0.30000000000000004
2022-04-01,30.5,1.0,0.19999999999999996,-0.8
2022-05-03,28.47,0.19999999999999996,0.0,-0.19999999999999996
2023-02-01,27.53,0.0,0.19999999999999996,0.19999999999999996
2023-04-06,28.0,0.19999999999999996,1.0,0.8
2024-03-01,34.3,1.0,0.19999999999999996,-0.8
2024-11-01,46.0,0.19999999999999996,1.0,0.8
2025-04-01,43.16,1.0,0.0,-1.0
2025-07-01,47.63,0.0,0.19999999999999996,0.19999999999999996
2025-08-01,50.39,0.19999999999999996,1.0,0.8
2026-06-01,105.5,1.0,0.19999999999999996,-0.8
